"Test","Batch","Maquina","Usuario","Descripcion","Accion","Elemento","Valor","Tiempo (ms)","Tiempo (s)","Tiempo (min)","Estado","Error Type","Error Message","Origen Error","Archivo Origen"
"Test Usuario 28 - ANTIOQUIA - ENVIGADO - HOGARES - ELECTRICISTA","batch28","COMEPORTKSF15","santiago.hernandez.c","And navega a agent","Ejecuta","And navega a agent","N/A","9839","9,84","0,164","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 28 - ANTIOQUIA - ENVIGADO - HOGARES - ELECTRICISTA","batch28","COMEPORTKSF15","santiago.hernandez.c","Navega a la pagina de agent","Otra","N/A","N/A","9179","9,18","0,153","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 28 - ANTIOQUIA - ENVIGADO - HOGARES - ELECTRICISTA","batch28","COMEPORTKSF15","santiago.hernandez.c","Sara opens the browser at https://asistenciaapp.kit.sura-konecta.com/agent","Abre","https://asistenciaapp.kit.sura-konecta.com/agent","N/A","2440","2,44","0,041","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 28 - ANTIOQUIA - ENVIGADO - HOGARES - ELECTRICISTA","batch28","COMEPORTKSF15","santiago.hernandez.c","And diligencia caso express completo desde feature
| departamento_solicita | municipio_solicita | servicios_especiales | gestor_coordinacion | linea | servicio |
| ANTIOQUIA | ENVIGADO | NO | NO | HOGARES | ELECTRICISTA |","Ejecuta","And diligencia caso express completo desde feature
| departamento_solicita | municipio_solicita | servicios_especiales | gestor_coordinacion | linea | servicio |
| ANTIOQUIA | ENVIGADO | NO | NO | HOGARES | ELECTRICISTA |","N/A","83312","83,31","1,389","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 28 - ANTIOQUIA - ENVIGADO - HOGARES - ELECTRICISTA","batch28","COMEPORTKSF15","santiago.hernandez.c","Abrir Caso Express, seleccionar asistencia, entrar al iframe, habilitar y diligenciar en orden","Otra","N/A","N/A","82950","82,95","1,382","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 28 - ANTIOQUIA - ENVIGADO - HOGARES - ELECTRICISTA","batch28","COMEPORTKSF15","santiago.hernandez.c","Sara clicks on Boton Caso Express / Express Case","Click/Selecciona","Boton Caso Express / Express Case","N/A","1375","1,38","0,023","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 28 - ANTIOQUIA - ENVIGADO - HOGARES - ELECTRICISTA","batch28","COMEPORTKSF15","santiago.hernandez.c","Sara clicks on Formulario CreaciÃ³n de Casos (ASISTENCIA)","Click/Selecciona","Formulario CreaciÃ³n de Casos (ASISTENCIA)","N/A","2360","2,36","0,039","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 28 - ANTIOQUIA - ENVIGADO - HOGARES - ELECTRICISTA","batch28","COMEPORTKSF15","santiago.hernandez.c","Sara switch to one script iframe","Navega/Cambia","one script iframe","N/A","1144","1,14","0,019","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 28 - ANTIOQUIA - ENVIGADO - HOGARES - ELECTRICISTA","batch28","COMEPORTKSF15","santiago.hernandez.c","Sara fill caso express form in order","Completa","Sara fill caso express form in order","N/A","63809","63,81","1,063","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 28 - ANTIOQUIA - ENVIGADO - HOGARES - ELECTRICISTA","batch28","COMEPORTKSF15","santiago.hernandez.c","Sara enters 'Avenida Calle 83 # 64-68' into DirecciÃ³n servicio","Escribe","DirecciÃ³n servicio","Avenida Calle 83 # 64-68","527","0,53","0,009","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 28 - ANTIOQUIA - ENVIGADO - HOGARES - ELECTRICISTA","batch28","COMEPORTKSF15","santiago.hernandez.c","Sara enters 'Carrera 77 # 34-41' into DirecciÃ³n del destino","Escribe","DirecciÃ³n del destino","Carrera 77 # 34-41","576","0,58","0,01","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 28 - ANTIOQUIA - ENVIGADO - HOGARES - ELECTRICISTA","batch28","COMEPORTKSF15","santiago.hernandez.c","Sara enters 'Barrio NormandÃ­a, Apt. 10' into Detalle direcciÃ³n destino","Escribe","Detalle direcciÃ³n destino","Barrio NormandÃ­a, Apt. 10","659","0,66","0,011","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 28 - ANTIOQUIA - ENVIGADO - HOGARES - ELECTRICISTA","batch28","COMEPORTKSF15","santiago.hernandez.c","Sara enters 'Barrio El Campestre, Torre D' into Detalle direcciÃ³n servicio","Escribe","Detalle direcciÃ³n servicio","Barrio El Campestre, Torre D","831","0,83","0,014","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 28 - ANTIOQUIA - ENVIGADO - HOGARES - ELECTRICISTA","batch28","COMEPORTKSF15","santiago.hernandez.c","Sara enters 'Peugeot' into Marca vehÃ­culo","Escribe","Marca vehÃ­culo","Peugeot","594","0,59","0,01","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 28 - ANTIOQUIA - ENVIGADO - HOGARES - ELECTRICISTA","batch28","COMEPORTKSF15","santiago.hernandez.c","Sara enters 'produccion' into UbicaciÃ³n servicio","Escribe","UbicaciÃ³n servicio","produccion","920","0,92","0,015","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 28 - ANTIOQUIA - ENVIGADO - HOGARES - ELECTRICISTA","batch28","COMEPORTKSF15","santiago.hernandez.c","Sara enters 'OBS-281419325721974' into ObservaciÃ³n final del caso","Escribe","ObservaciÃ³n final del caso","OBS-281419325721974","558","0,56","0,009","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 28 - ANTIOQUIA - ENVIGADO - HOGARES - ELECTRICISTA","batch28","COMEPORTKSF15","santiago.hernandez.c","Sara clicks on Guardar Formulario","Click/Selecciona","Guardar Formulario","N/A","710","0,71","0,012","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 28 - ANTIOQUIA - ENVIGADO - HOGARES - ELECTRICISTA","batch28","COMEPORTKSF15","santiago.hernandez.c","And diligenciamos el proveedor
| Nombre del proveedor | Servicio |
| PROVEEDOR PRUEBA | TOMA SERVICIO |","Ejecuta","And diligenciamos el proveedor
| Nombre del proveedor | Servicio |
| PROVEEDOR PRUEBA | TOMA SERVICIO |","N/A","84236","84,24","1,404","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 28 - ANTIOQUIA - ENVIGADO - HOGARES - ELECTRICISTA","batch28","COMEPORTKSF15","santiago.hernandez.c","Gestionar proveedor: abrir tab, crear, seleccionar nombre/respuesta y guardar","Otra","N/A","N/A","84204","84,20","1,403","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 28 - ANTIOQUIA - ENVIGADO - HOGARES - ELECTRICISTA","batch28","COMEPORTKSF15","santiago.hernandez.c","Sara switch to one script iframe","Navega/Cambia","one script iframe","N/A","302","0,30","0,005","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 28 - ANTIOQUIA - ENVIGADO - HOGARES - ELECTRICISTA","batch28","COMEPORTKSF15","santiago.hernandez.c","Sara enters '60' into Tiempo Monitoreo Sitio (Minutos)","Escribe","Tiempo Monitoreo Sitio (Minutos)","60","387","0,39","0,006","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 28 - ANTIOQUIA - ENVIGADO - HOGARES - ELECTRICISTA","batch28","COMEPORTKSF15","santiago.hernandez.c","Sara clicks on Guardar Proveedor","Click/Selecciona","Guardar Proveedor","N/A","449","0,45","0,007","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 28 - ANTIOQUIA - ENVIGADO - HOGARES - ELECTRICISTA","batch28","COMEPORTKSF15","santiago.hernandez.c","Sara click guardar en iframe","Click/Selecciona","guardar en iframe","N/A","11547","11,55","0,192","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 28 - ANTIOQUIA - ENVIGADO - HOGARES - ELECTRICISTA","batch28","COMEPORTKSF15","santiago.hernandez.c","And transicionamos los estados del caso","Ejecuta","And transicionamos los estados del caso","N/A","90918","90,92","1,515","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 28 - ANTIOQUIA - ENVIGADO - HOGARES - ELECTRICISTA","batch28","COMEPORTKSF15","santiago.hernandez.c","Transicionar caso adaptativo: detecta ruta y ejecuta secuencia correcta","Otra","N/A","N/A","90902","90,90","1,515","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 28 - ANTIOQUIA - ENVIGADO - HOGARES - ELECTRICISTA","batch28","COMEPORTKSF15","santiago.hernandez.c","Sara click estado programado","Click/Selecciona","estado programado","N/A","16879","16,88","0,281","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 28 - ANTIOQUIA - ENVIGADO - HOGARES - ELECTRICISTA","batch28","COMEPORTKSF15","santiago.hernandez.c","Sara click estado aceptado desplazamiento","Click/Selecciona","estado aceptado desplazamiento","N/A","16772","16,77","0,28","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 28 - ANTIOQUIA - ENVIGADO - HOGARES - ELECTRICISTA","batch28","COMEPORTKSF15","santiago.hernandez.c","Sara click estado concluido","Click/Selecciona","estado concluido","N/A","17006","17,01","0,283","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 28 - ANTIOQUIA - ENVIGADO - HOGARES - ELECTRICISTA","batch28","COMEPORTKSF15","santiago.hernandez.c","Sara click estado finalizado","Click/Selecciona","estado finalizado","N/A","17029","17,03","0,284","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 28 - ANTIOQUIA - ENVIGADO - HOGARES - ELECTRICISTA","batch28","COMEPORTKSF15","santiago.hernandez.c","And Se valida que quede en estado ""Abierto""","Ejecuta","And Se valida que quede en estado ""Abierto""","N/A","274","0,27","0,005","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 28 - ANTIOQUIA - ENVIGADO - HOGARES - ELECTRICISTA","batch28","COMEPORTKSF15","santiago.hernandez.c","Validar que el caso quede en estado 'Sara'","Otra","N/A","N/A","261","0,26","0,004","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 45 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - REVISION Y REDACCION DE CONTRATOS","batch45","COMEPORTKSF15","santiago.hernandez.c","Given el actor tiene un navegador disponible","Ejecuta","Given el actor tiene un navegador disponible","N/A","2","0,00","0","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 45 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - REVISION Y REDACCION DE CONTRATOS","batch45","COMEPORTKSF15","santiago.hernandez.c","When abre la pagina de casos","Ejecuta","When abre la pagina de casos","N/A","5174","5,17","0,086","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 45 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - REVISION Y REDACCION DE CONTRATOS","batch45","COMEPORTKSF15","santiago.hernandez.c","Abre la pagina de casos","Otra","N/A","N/A","5121","5,12","0,085","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 45 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - REVISION Y REDACCION DE CONTRATOS","batch45","COMEPORTKSF15","santiago.hernandez.c","Sara opens the browser at https://us-east-1s66ymlwwk.auth.us-east-1.amazoncognito.com/login?client_id=2hfo5293cfbh1h9fbe9m7g07dn&response_type=code&scope=email+openid+profile&redirect_uri=https%3A%2F%2Fasistenciaapp.kit.sura-konecta.com%2Fauth","Abre","https://us-east-1s66ymlwwk.auth.us-east-1.amazoncognito.com/login?client_id=2hfo5293cfbh1h9fbe9m7g07dn&response_type=code&scope=email+openid+profile&redirect_uri=https%3A%2F%2Fasistenciaapp.kit.sura-konecta.com%2Fauth","N/A","5083","5,08","0,085","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 45 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - REVISION Y REDACCION DE CONTRATOS","batch45","COMEPORTKSF15","santiago.hernandez.c","And realiza login con credenciales","Ejecuta","And realiza login con credenciales","N/A","13287","13,29","0,221","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 45 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - REVISION Y REDACCION DE CONTRATOS","batch45","COMEPORTKSF15","santiago.hernandez.c","Login con Cognito usando credenciales","Ejecuta","Login con Cognito usando credenciales","N/A","13255","13,26","0,221","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 45 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - REVISION Y REDACCION DE CONTRATOS","batch45","COMEPORTKSF15","santiago.hernandez.c","Sara opens the browser at https://us-east-1s66ymlwwk.auth.us-east-1.amazoncognito.com/login?client_id=2hfo5293cfbh1h9fbe9m7g07dn&response_type=code&scope=email+openid+profile&redirect_uri=https%3A%2F%2Fasistenciaapp.kit.sura-konecta.com%2Fauth","Abre","https://us-east-1s66ymlwwk.auth.us-east-1.amazoncognito.com/login?client_id=2hfo5293cfbh1h9fbe9m7g07dn&response_type=code&scope=email+openid+profile&redirect_uri=https%3A%2F%2Fasistenciaapp.kit.sura-konecta.com%2Fauth","N/A","1079","1,08","0,018","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 45 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - REVISION Y REDACCION DE CONTRATOS","batch45","COMEPORTKSF15","santiago.hernandez.c","Sara enters 'pruebas37' into Campo de usuario de Cognito","Escribe","Campo de usuario de Cognito","pruebas37","1110","1,11","0,018","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 45 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - REVISION Y REDACCION DE CONTRATOS","batch45","COMEPORTKSF15","santiago.hernandez.c","Sara clicks on BotÃ³n siguiente de Cognito","Click/Selecciona","BotÃ³n siguiente de Cognito","N/A","2010","2,01","0,034","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 45 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - REVISION Y REDACCION DE CONTRATOS","batch45","COMEPORTKSF15","santiago.hernandez.c","Sara enters 'Jl1@E5sA3!' into Campo de contraseÃ±a de Cognito","Escribe","Campo de contraseÃ±a de Cognito","Jl1@E5sA3!","1038","1,04","0,017","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 45 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - REVISION Y REDACCION DE CONTRATOS","batch45","COMEPORTKSF15","santiago.hernandez.c","Sara clicks on BotÃ³n continuar de Cognito","Click/Selecciona","BotÃ³n continuar de Cognito","N/A","2829","2,83","0,047","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 45 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - REVISION Y REDACCION DE CONTRATOS","batch45","COMEPORTKSF15","santiago.hernandez.c","And navega a agent","Ejecuta","And navega a agent","N/A","11463","11,46","0,191","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 45 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - REVISION Y REDACCION DE CONTRATOS","batch45","COMEPORTKSF15","santiago.hernandez.c","Navega a la pagina de agent","Otra","N/A","N/A","11423","11,42","0,19","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 45 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - REVISION Y REDACCION DE CONTRATOS","batch45","COMEPORTKSF15","santiago.hernandez.c","Sara opens the browser at https://asistenciaapp.kit.sura-konecta.com/agent","Abre","https://asistenciaapp.kit.sura-konecta.com/agent","N/A","2407","2,41","0,04","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 45 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - REVISION Y REDACCION DE CONTRATOS","batch45","COMEPORTKSF15","santiago.hernandez.c","And diligencia caso express completo desde feature
| departamento_solicita | municipio_solicita | servicios_especiales | gestor_coordinacion | linea | servicio |
| CUNDINAMARCA | ZIPAQUIRA | NO | NO | HOGARES | REVISION Y REDACCION DE CONTRATOS |","Ejecuta","And diligencia caso express completo desde feature
| departamento_solicita | municipio_solicita | servicios_especiales | gestor_coordinacion | linea | servicio |
| CUNDINAMARCA | ZIPAQUIRA | NO | NO | HOGARES | REVISION Y REDACCION DE CONTRATOS |","N/A","75013","75,01","1,25","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 45 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - REVISION Y REDACCION DE CONTRATOS","batch45","COMEPORTKSF15","santiago.hernandez.c","Abrir Caso Express, seleccionar asistencia, entrar al iframe, habilitar y diligenciar en orden","Otra","N/A","N/A","74718","74,72","1,245","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 45 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - REVISION Y REDACCION DE CONTRATOS","batch45","COMEPORTKSF15","santiago.hernandez.c","Sara clicks on Boton Caso Express / Express Case","Click/Selecciona","Boton Caso Express / Express Case","N/A","1052","1,05","0,018","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 45 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - REVISION Y REDACCION DE CONTRATOS","batch45","COMEPORTKSF15","santiago.hernandez.c","Sara clicks on Formulario CreaciÃ³n de Casos (ASISTENCIA)","Click/Selecciona","Formulario CreaciÃ³n de Casos (ASISTENCIA)","N/A","917","0,92","0,015","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 45 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - REVISION Y REDACCION DE CONTRATOS","batch45","COMEPORTKSF15","santiago.hernandez.c","Sara switch to one script iframe","Navega/Cambia","one script iframe","N/A","1136","1,14","0,019","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 45 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - REVISION Y REDACCION DE CONTRATOS","batch45","COMEPORTKSF15","santiago.hernandez.c","Sara fill caso express form in order","Completa","Sara fill caso express form in order","N/A","62831","62,83","1,047","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 45 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - REVISION Y REDACCION DE CONTRATOS","batch45","COMEPORTKSF15","santiago.hernandez.c","Sara enters 'Calle 80 # 54-26' into DirecciÃ³n servicio","Escribe","DirecciÃ³n servicio","Calle 80 # 54-26","539","0,54","0,009","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 45 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - REVISION Y REDACCION DE CONTRATOS","batch45","COMEPORTKSF15","santiago.hernandez.c","Sara enters 'Carrera 98 # 45-77' into DirecciÃ³n del destino","Escribe","DirecciÃ³n del destino","Carrera 98 # 45-77","573","0,57","0,01","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 45 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - REVISION Y REDACCION DE CONTRATOS","batch45","COMEPORTKSF15","santiago.hernandez.c","Sara enters 'Barrio Santa MarÃ­a, Apt. 5' into Detalle direcciÃ³n destino","Escribe","Detalle direcciÃ³n destino","Barrio Santa MarÃ­a, Apt. 5","1159","1,16","0,019","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 45 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - REVISION Y REDACCION DE CONTRATOS","batch45","COMEPORTKSF15","santiago.hernandez.c","Sara enters 'Barrio La Floresta, Torre A' into Detalle direcciÃ³n servicio","Escribe","Detalle direcciÃ³n servicio","Barrio La Floresta, Torre A","956","0,96","0,016","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 45 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - REVISION Y REDACCION DE CONTRATOS","batch45","COMEPORTKSF15","santiago.hernandez.c","Sara enters 'Peugeot' into Marca vehÃ­culo","Escribe","Marca vehÃ­culo","Peugeot","576","0,58","0,01","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 45 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - REVISION Y REDACCION DE CONTRATOS","batch45","COMEPORTKSF15","santiago.hernandez.c","Sara enters 'produccion' into UbicaciÃ³n servicio","Escribe","UbicaciÃ³n servicio","produccion","668","0,67","0,011","SUCCESS","","","","step_details_20260619_141115.xlsx"
